plate	well	response
2	384	0.0001
2	383	0.0006
2	382	0.057
2	381	0.164
2	380	0.557
2	379	0.625
2	378	0.512
2	377	0.554
2	376	0.104388766
2	375	0.2821063
2	374	0.48684353
2	373	0.12901984
2	372	0.2782396
2	371	0.1298223
2	370	0.27623844
2	369	0.34238678
2	368	0.54440784
2	367	0.2727869
2	366	0.39170325
2	365	0.17651519
2	364	0.34246513
2	363	0.39565063
2	362	0.10999914
2	361	0.15093435
2	360	0.14471222
2	359	0.2132703
2	358	0.26672283
2	357	0.1739954
2	356	0.6747682
2	355	0.16048054
2	354	0.04183001
2	353	0.48509374
2	352	0.54437935
2	351	0.30050883
2	350	0.26661664
2	349	0.24418369
2	348	0.31236535
2	347	0.3225448
2	346	0.14034192
2	345	0.40119937
2	344	0.39245763
2	343	0.17197092
2	342	0.20657103
2	341	0.20074503
2	340	0.19408864
2	339	0.17322439
2	338	0.44871297
2	337	0.37991172
2	336	0.36437798
2	335	0.19384189
2	334	0.014438194
2	333	0.31062967
2	332	0.4937289
2	331	0.38198048
2	330	0.26386252
2	329	0.38345337
2	328	0.20118602
2	327	0.15110718
2	326	0.38032356
2	325	0.22044577
2	324	0.27085346
2	323	0.6319274
2	322	0.1317327
2	321	0.17713588
2	320	0.442834
2	319	0.22357419
2	318	0.38939267
2	317	0.23402663
2	316	0.08357124
2	315	0.5153553
2	314	0.2942936
2	313	0.08627736
2	312	0.14713153
2	311	0.28371802
2	310	0.19497903
2	309	0.092365205
2	308	0.2819065
2	307	0.056899644
2	306	0.17267163
2	305	0.4418673
2	304	0.23906605
2	303	0.22556394
2	302	0.7917389
2	301	0.16375315
2	300	0.117339335
2	299	0.37865484
2	298	0.16279134
2	297	0.15250541
2	296	0.1633072
2	295	0.27097413
2	294	0.40579155
2	293	0.12721789
2	292	0.09537367
2	291	0.4529134
2	290	0.075141005
2	289	0.30145437
2	288	0.20508538
2	287	0.35874778
2	286	0.19795416
2	285	0.5840686
2	284	0.29842222
2	283	0.036050968
2	282	0.04795477
2	281	0.52632797
2	280	0.43816164
2	279	0.30468982
2	278	0.3492604
2	277	0.29008442
2	276	0.27907363
2	275	0.13799939
2	274	0.44873393
2	273	0.14173998
2	272	0.28839344
2	271	0.18362635
2	270	0.16519815
2	269	0.14563629
2	268	0.17374222
2	267	0.2883949
2	266	0.15458095
2	265	0.35291412
2	264	0.42449078
2	263	0.2719516
2	262	0.095522955
2	261	0.42332512
2	260	0.36658826
2	259	0.40878287
2	258	0.10959942
2	257	0.26315504
2	256	0.15425129
2	255	0.43205202
2	254	0.09173305
2	253	0.23586659
2	252	0.21914503
2	251	0.19956814
2	250	0.13908981
2	249	0.5260384
2	248	0.19274357
2	247	0.095079236
2	246	0.37689838
2	245	0.49847147
2	244	0.08416302
2	243	0.5994439
2	242	0.06256996
2	241	0.31825197
2	240	0.50010985
2	239	0.15642062
2	238	0.19401254
2	237	0.5258491
2	236	0.53533274
2	235	0.14072417
2	234	0.34614214
2	233	0.27304432
2	232	0.21753441
2	231	0.11856307
2	230	0.0905663
2	229	0.14258745
2	228	0.2670957
2	227	0.27456215
2	226	0.22110187
2	225	0.43072563
2	224	0.08366593
2	223	0.029718261
2	222	0.29400438
2	221	0.13305582
2	220	0.24906246
2	219	0.27433586
2	218	0.22423379
2	217	0.5482414
2	216	0.27938843
2	215	0.16616963
2	214	0.31030005
2	213	0.37344137
2	212	0.010694411
2	211	0.41111612
2	210	0.13678642
2	209	0.06732747
2	208	0.17096683
2	207	0.10542378
2	206	0.042301968
2	205	0.29137525
2	204	0.13806239
2	203	0.48811275
2	202	0.23172796
2	201	0.52543765
2	200	0.37493291
2	199	0.35371184
2	198	0.54821324
