plate	well	response
2	96	0.0041
2	95	0.071
2	94	0.636
2	93	0.534
2	92	0.55306697
2	91	0.5636446
2	90	0.18180431
2	89	0.19939883
2	88	0.34565875
2	87	0.35019785
2	86	0.42333844
2	85	0.19796874
2	84	0.33134988
2	83	0.2924075
2	82	0.26822862
2	81	0.10344811
2	80	0.37838504
2	79	0.1693976
2	78	0.30720252
2	77	0.07653094
2	76	0.38382354
2	75	0.6197185
2	74	0.30631605
2	73	0.05087123
2	72	0.1791013
2	71	0.25995317
2	70	0.5525823
2	69	0.32542822
2	68	0.41518426
2	67	0.6336004
2	66	0.1858875
2	65	0.10536678
2	64	0.17600031
2	63	0.27495956
2	62	0.47431612
2	61	0.1385545
2	60	0.1757643
2	59	0.13879351
2	58	0.20430273
2	57	0.18570784
2	56	0.4975164
2	55	0.54049325
2	54	0.49560645
2	53	0.39271176
2	52	0.39296886
2	51	0.23554406
2	50	0.19881147
2	49	0.22852373
2	48	0.20219007
2	47	0.37321168
2	46	0.15336956
2	45	0.076648965
2	44	0.20069505
2	43	0.31185144
2	42	0.3050973
2	41	0.10747203
2	40	0.18551834
2	39	0.30276844
2	38	0.37454847
2	37	0.4026987
2	36	0.25111833
2	35	0.56089807
2	34	0.5969138
2	33	0.14508513
2	32	0.32568833
2	31	0.6994785
2	30	0.31676432
2	29	0.39402983
2	28	0.2721116
2	27	0.31955045
2	26	0.04884907
2	25	0.10349684
2	24	0.20716104
2	23	0.46388224
2	22	0.39926755
2	21	0.08027368
2	20	0.26650113
2	19	0.17899485
2	18	0.05011433
2	17	0.16514866
2	16	0.04012473
2	15	0.07972968
2	14	0.14824747
2	13	0.13709502
2	12	0.08202883
2	11	0.30191064
2	10	0.41200835
2	9	0.3020509
2	8	0.29139614
2	7	0.45698404
2	6	0.46569467
2	5	0.15161155
2	4	0.26837632
2	3	0.26810646
2	2	0.18280691
2	1	0.34506565
1	96	6e-04
1	95	0.118
1	94	0.575
1	93	0.523
1	92	0.2620218
1	91	0.17657295
1	90	0.07164439
1	89	0.30050918
1	88	0.2630741
1	87	0.28598645
1	86	0.21331207
1	85	0.1689848
1	84	0.064320534
1	83	0.122194625
1	82	0.09901375
1	81	0.1981877
1	80	0.3905575
1	79	0.13661516
1	78	0.21954325
1	77	0.21575701
1	76	0.032341834
1	75	0.18197306
1	74	0.29545373
1	73	0.004724825
1	72	0.30629972
1	71	0.64992595
1	70	0.11201216
1	69	0.09839574
1	68	0.4708046
1	67	0.43363547
1	66	0.20793316
1	65	0.14162485
1	64	0.32715663
1	63	0.44892538
1	62	0.5020442
1	61	0.28973678
1	60	0.3050204
1	59	0.28967282
1	58	0.29870558
1	57	0.4780152
1	56	0.18807085
1	55	0.48351052
1	54	0.36150578
1	53	0.12147115
1	52	0.35674495
1	51	0.1266467
1	50	0.110115714
1	49	0.20860296
1	48	0.6034482
1	47	0.26058522
1	46	0.19687133
1	45	0.36275265
1	44	0.08110829
1	43	0.31212127
1	42	0.19524461
1	41	0.14976878
1	40	0.34129453
1	39	0.23949915
1	38	0.3283294
1	37	0.24488716
1	36	0.11681427
1	35	0.3036281
1	34	0.25931343
1	33	0.24600688
1	32	0.22305098
1	31	0.29768133
1	30	0.3367083
1	29	0.30402467
1	28	0.26810944
1	27	0.24557751
1	26	0.16493946
1	25	0.40695482
1	24	0.54355484
1	23	0.39702156
1	22	0.22498235
1	21	0.04626798
1	20	0.4311927
1	19	0.29528058
1	18	0.31620795
1	17	0.24436483
1	16	0.2718185
1	15	0.21015257
1	14	0.15269181
1	13	0.12041571
1	12	0.22217312
1	11	0.28152856
1	10	0.227036
1	9	0.46944657
1	8	0.2186704
1	7	0.11839129
1	6	0.26302794
1	5	0.12571251
1	4	0.16752338
1	3	0.31167385
1	2	0.012218941
1	1	0.46229511
