plate	well	response
1	1536	0.0041
1	1535	0.0021
1	1534	0.0021
1	1533	0.0036
1	1532	0.063
1	1531	0.085
1	1530	0.144
1	1529	0.034
1	1528	0.628
1	1527	0.604
1	1526	0.536
1	1525	0.595
1	1524	0.559
1	1523	0.522
1	1522	0.628
1	1521	0.59
1	1520	0.23793902
1	1519	0.13808593
1	1518	0.41252628
1	1517	0.2973516
1	1516	0.29458964
1	1515	0.39076152
1	1514	0.25768775
1	1513	0.48959768
1	1512	0.16926986
1	1511	0.3941461
1	1510	0.40541175
1	1509	0.49237677
1	1508	0.33698854
1	1507	0.17342131
1	1506	0.31753936
1	1505	0.36738142
1	1504	0.0041
1	1503	0.0046
1	1502	0.0041
1	1501	0.0036
1	1500	0.025
1	1499	0.08
1	1498	0.024
1	1497	0.156
1	1496	0.507
1	1495	0.597
1	1494	0.515
1	1493	0.608
1	1492	0.619
1	1491	0.571
1	1490	0.568
1	1489	0.612
1	1488	0.1673936
1	1487	0.2465437
1	1486	0.06499327
1	1485	0.1485336
1	1484	0.3039384
1	1483	0.40771872
1	1482	0.38515046
1	1481	0.30615723
1	1480	0.27188244
1	1479	0.5262689
1	1478	0.43112063
1	1477	0.18318929
1	1476	0.40881816
1	1475	0.58531344
1	1474	0.056195628
1	1473	0.14044014
1	1472	0.5128585
1	1471	0.27058163
1	1470	0.30732453
1	1469	0.3985542
1	1468	0.10615166
1	1467	0.47111666
1	1466	0.37814155
1	1465	0.24206534
1	1464	0.54762423
1	1463	0.22767437
1	1462	0.155674
1	1461	0.21920311
1	1460	0.1886257
1	1459	0.073533215
1	1458	0.27934432
1	1457	0.18974164
1	1456	0.3453142
1	1455	0.062449276
1	1454	0.272836
1	1453	0.24045186
1	1452	0.46742067
1	1451	0.06824907
1	1450	0.19906287
1	1449	0.23748949
1	1448	0.2192593
1	1447	0.2716857
1	1446	0.32403016
1	1445	0.13568449
1	1444	0.337047
1	1443	0.063268214
1	1442	0.183405
1	1441	0.10189741
1	1440	0.39509815
1	1439	0.1312981
1	1438	0.3684909
1	1437	0.19366166
1	1436	0.05721586
1	1435	0.23092711
1	1434	0.21331154
1	1433	0.23507197
1	1432	0.2168742
1	1431	0.13600583
1	1430	0.15670027
1	1429	0.41380456
1	1428	0.059039366
1	1427	0.14997388
1	1426	0.22596557
1	1425	0.16553901
1	1424	0.5150766
1	1423	0.14015274
1	1422	0.44417834
1	1421	0.38885647
1	1420	0.09474703
1	1419	0.1619376
1	1418	0.6214074
1	1417	0.48755163
1	1416	0.21721382
1	1415	0.1788749
1	1414	0.2935889
1	1413	0.529608
1	1412	0.18480414
1	1411	0.17169946
1	1410	0.27482954
1	1409	0.09332653
1	1408	0.14543201
1	1407	0.115189575
1	1406	0.41229656
1	1405	0.27510515
1	1404	0.07353655
1	1403	0.27744725
1	1402	0.34733978
1	1401	0.042736735
1	1400	0.17404284
1	1399	0.19247167
1	1398	0.20722581
1	1397	0.13586989
1	1396	0.5809685
1	1395	0.160546
1	1394	0.09343905
1	1393	0.10147245
1	1392	0.27968672
1	1391	0.30143777
1	1390	0.08747612
1	1389	0.46157554
1	1388	0.22293106
1	1387	0.14530165
1	1386	0.13625787
1	1385	0.28076008
1	1384	0.43091622
1	1383	0.48580703
1	1382	0.17107037
1	1381	0.46639904
1	1380	0.19825794
1	1379	0.22272365
1	1378	0.34099174
1	1377	0.043825343
1	1376	0.20738679
1	1375	0.47595003
1	1374	0.39632812
1	1373	0.30734205
1	1372	0.14495482
1	1371	0.120292105
1	1370	0.09939943
1	1369	0.29417437
1	1368	0.3490804
1	1367	0.11678157
1	1366	0.14370024
1	1365	0.089256585
