plate	well	response
2	96	0.0011
2	95	1000
2	94	26900
2	93	21900
2	92	16529.945
2	91	9290.501
2	90	1062.8169
2	89	9301.775
2	88	9225.693
2	87	6528.0566
2	86	24549.598
2	85	11994.414
2	84	5012.3354
2	83	11438.424
2	82	16521.6
2	81	4987.997
2	80	9556.238
2	79	13242.544
2	78	3552.6301
2	77	18692.914
2	76	6487.0215
2	75	7975.431
2	74	11210.767
2	73	19768.217
2	72	11761.188
2	71	22810.477
2	70	3948.108
2	69	3555.6875
2	68	8456.091
2	67	4109.781
2	66	6277.1846
2	65	18476.238
2	64	13940.384
2	63	8591.347
2	62	9040.673
2	61	13655.921
2	60	6292.12
2	59	3829.8918
2	58	8952.396
2	57	7384.6763
2	56	5816.144
2	55	11139.167
2	54	8187.437
2	53	13937.847
2	52	14765.01
2	51	14344.473
2	50	10118.398
2	49	1351.919
2	48	11582.772
2	47	2013.0011
2	46	13715.228
2	45	3461.7908
2	44	3342.0388
2	43	14535.283
2	42	11925.045
2	41	13466.01
2	40	7280.642
2	39	7569.607
2	38	7008.0044
2	37	7446.8823
2	36	8639.042
2	35	3651.6472
2	34	1222.8248
2	33	18958.639
2	32	15159.229
2	31	6705.589
2	30	16787
2	29	7392.7344
2	28	14408.225
2	27	2635.0544
2	26	10738.675
2	25	12165.965
2	24	990.2495
2	23	8912.82
2	22	13448.13
2	21	3396.802
2	20	19652.75
2	19	2143.4011
2	18	8795.998
2	17	19749.629
2	16	8351.38
2	15	5972.0215
2	14	10425.038
2	13	12106.8
2	12	13476.84
2	11	20645.256
2	10	16339.495
2	9	14029.637
2	8	5728.079
2	7	16465.629
2	6	29382.906
2	5	13862.977
2	4	15294.867
2	3	5188.7446
2	2	1502.892
2	1	4713.5854
1	96	0.0036
1	95	4700
1	94	26100
1	93	21900
1	92	10510.781
1	91	9545.843
1	90	4001.3284
1	89	18646.973
1	88	13848.192
1	87	7403.515
1	86	19447.273
1	85	10559.862
1	84	10012.894
1	83	19238.158
1	82	13454.005
1	81	5372.5347
1	80	12782.754
1	79	20125.445
1	78	18054.457
1	77	22252.654
1	76	9466.238
1	75	23100.281
1	74	11555.946
1	73	9965.724
1	72	18324.482
1	71	5080.006
1	70	3890.0317
1	69	14019.66
1	68	9214.534
1	67	14024.549
1	66	15941.427
1	65	8167.512
1	64	8294.816
1	63	7647.94
1	62	7752.9727
1	61	10137.794
1	60	3613.6357
1	59	12772.569
1	58	12835.526
1	57	8727.782
1	56	12012.596
1	55	2514.1333
1	54	25231.957
1	53	3311.2922
1	52	21705.738
1	51	10536.647
1	50	7996.634
1	49	19411.705
1	48	10980.087
1	47	6001.731
1	46	12953.065
1	45	14083.83
1	44	8619.277
1	43	20515.432
1	42	2089.3782
1	41	14263.885
1	40	14642.909
1	39	11431.843
1	38	14487.666
1	37	10772.916
1	36	13310.932
1	35	5166.5127
1	34	22884.729
1	33	13002.34
1	32	4960.998
1	31	9954.124
1	30	3654.4922
1	29	6305.3384
1	28	17677.32
1	27	1714.3557
1	26	12622.4795
1	25	13430.211
1	24	8558.933
1	23	13738.992
1	22	5553.615
1	21	17241.193
1	20	1996.3942
1	19	14670.134
1	18	10631.303
1	17	17497.238
1	16	12176.145
1	15	20723.799
1	14	10600.085
1	13	5488.0503
1	12	7612.608
1	11	13073.664
1	10	8272.625
1	9	3296.8916
1	8	3833.2175
1	7	19030.244
1	6	14036.958
1	5	3439.4175
1	4	17629.35
1	3	12860.453
1	2	12854.506
1	1	8071.9805
